ZIP,DATE,TIME,TYPE
90265,2016-05-24,05:05:00,LARCENY THEFT
90040,2016-05-14,08:05:00,LARCENY THEFT
91733,2016-10-19,06:10:00,VANDALISM
91301,2016-05-03,09:05:00,VANDALISM
90712,2016-05-24,11:05:00,LARCENY THEFT
91748,2016-09-26,03:09:00,LARCENY THEFT
91390,2016-05-22,02:05:00,VANDALISM
90221,2016-04-21,05:04:00,LARCENY THEFT
91384,2016-05-28,02:05:00,LARCENY THEFT
90045,2016-06-27,12:06:00,FEDERAL OFFENSES WITH MONEY
91350,2016-02-01,12:02:00,FRAUD AND NSF CHECKS
90220,2016-06-05,12:06:00,FORGERY
90745,2016-06-04,11:06:00,NARCOTICS
90706,2016-05-28,05:05:00,DRUNK / ALCOHOL / DRUGS
90074,2016-07-17,02:07:00,NON-AGGRAVATED ASSAULTS
90262,2016-05-24,03:05:00,GRAND THEFT AUTO
90745,2016-06-06,07:06:00,NARCOTICS
90745,2016-06-08,12:06:00,NARCOTICS
90605,2016-03-30,10:03:00,FELONIES MISCELLANEOUS
90604,2016-08-12,06:08:00,NARCOTICS
90248,2016-04-29,04:04:00,GRAND THEFT AUTO
90201,2016-08-21,12:08:00,BURGLARY
90022,2016-05-21,08:05:15,GRAND THEFT AUTO
90703,2016-05-28,11:05:00,LARCENY THEFT
90712,2016-05-23,06:05:00,FELONIES MISCELLANEOUS
93534,2016-04-30,09:04:00,AGGRAVATED ASSAULT
90706,2016-06-08,06:06:23,SEX OFFENSES FELONIES
93550,2016-06-09,03:06:00,MISDEMEANORS MISCELLANEOUS
91789,2016-04-23,02:04:00,BURGLARY
91387,2016-05-06,05:05:00,FELONIES MISCELLANEOUS
93534,2016-06-25,07:06:00,GRAND THEFT AUTO
90262,2016-06-12,06:06:00,LARCENY THEFT
90220,2016-05-30,01:05:00,BURGLARY
90706,2016-05-25,11:05:00,BURGLARY
93534,2016-01-07,12:01:00,NARCOTICS
91789,2016-06-02,03:06:00,LARCENY THEFT
90220,2016-05-29,07:05:00,LARCENY THEFT
91702,2016-05-23,06:05:00,GRAND THEFT AUTO
90713,2016-04-28,12:04:00,LARCENY THEFT
90270,2016-04-20,07:04:00,LARCENY THEFT
90048,2016-02-17,01:02:00,LARCENY THEFT
91321,2016-05-22,08:05:00,GRAND THEFT AUTO
93535,2016-05-20,09:05:00,VEHICLE / BOATING LAWS
90001,2016-05-04,10:05:00,LARCENY THEFT
90280,2016-05-04,07:05:00,LARCENY THEFT
90703,2016-05-29,11:05:00,BURGLARY
90059,2016-05-07,03:05:00,LARCENY THEFT
90701,2016-05-28,03:05:00,BURGLARY
90255,2016-05-08,03:05:30,LARCENY THEFT
90001,2016-05-10,07:05:00,LARCENY THEFT
91350,2016-05-29,01:05:00,VANDALISM
90716,2016-05-24,03:05:00,LARCENY THEFT
93551,2016-03-24,09:03:00,LARCENY THEFT
90703,2016-02-02,07:02:00,LARCENY THEFT
90262,2016-05-24,10:05:26,NON-AGGRAVATED ASSAULTS
90040,2016-07-29,04:07:00,BURGLARY
90012,2016-03-05,12:03:00,NON-AGGRAVATED ASSAULTS
90650,2016-05-22,03:05:00,GRAND THEFT AUTO
90012,2016-06-16,07:06:00,NON-AGGRAVATED ASSAULTS
91773,2016-09-14,04:09:00,VANDALISM
90012,2016-04-17,07:04:00,NON-AGGRAVATED ASSAULTS
90012,2016-04-20,08:04:00,NON-AGGRAVATED ASSAULTS
91321,2016-06-11,09:06:00,BURGLARY
90703,2016-05-29,05:05:00,LARCENY THEFT
90703,2016-05-30,01:05:00,VANDALISM
90712,2016-05-07,12:05:00,BURGLARY
90650,2016-05-30,09:05:30,LARCENY THEFT
90703,2016-05-30,02:05:30,LARCENY THEFT
90703,2016-05-29,10:05:00,VANDALISM
90712,2016-01-01,02:01:30,LARCENY THEFT
90002,2016-05-31,03:05:00,NARCOTICS
90220,2016-07-10,02:07:00,LARCENY THEFT
90638,2016-04-16,04:04:00,NON-AGGRAVATED ASSAULTS
90260,2016-03-12,12:03:00,MISDEMEANORS MISCELLANEOUS
90220,2016-10-20,07:10:00,GRAND THEFT AUTO
90638,2016-03-16,09:03:00,LARCENY THEFT
90220,2016-05-18,03:05:00,VEHICLE / BOATING LAWS
90650,2016-04-17,10:04:00,ROBBERY
90746,2016-05-29,03:05:00,VANDALISM
91351,2016-05-23,06:05:30,GRAND THEFT AUTO
90022,2016-05-26,01:05:00,GRAND THEFT AUTO
91301,2016-05-18,12:05:30,BURGLARY
90706,2016-05-02,01:05:00,BURGLARY
90745,2016-05-29,12:05:00,LARCENY THEFT
91770,2016-05-26,12:05:00,AGGRAVATED ASSAULT
90715,2016-04-22,08:04:00,NARCOTICS
90706,2016-04-23,01:04:00,NARCOTICS
90706,2016-04-22,05:04:00,NARCOTICS
93552,2016-03-14,12:03:00,GRAND THEFT AUTO
90022,2016-05-24,04:05:51,GRAND THEFT AUTO
90745,2016-05-29,07:05:00,LARCENY THEFT
90723,2016-05-27,12:05:00,LARCENY THEFT
90022,2016-08-09,01:08:00,LARCENY THEFT
90723,2016-04-05,04:04:00,NARCOTICS
90262,2016-05-26,10:05:15,VANDALISM
91384,2016-05-29,09:05:30,LARCENY THEFT
91722,2016-05-30,07:05:00,NON-AGGRAVATED ASSAULTS
90703,2016-05-06,11:05:00,BURGLARY
90703,2016-04-04,01:04:00,LARCENY THEFT
91302,2016-04-29,11:04:30,LARCENY THEFT
90701,2016-05-02,12:05:00,FRAUD AND NSF CHECKS
91748,2016-05-10,12:05:00,NARCOTICS
91387,2016-07-18,09:07:00,FRAUD AND NSF CHECKS
91384,2016-05-25,10:05:00,LARCENY THEFT
91321,2016-05-29,07:05:00,LARCENY THEFT
90745,2016-05-29,09:05:00,VEHICLE / BOATING LAWS
91780,2016-05-19,03:05:00,VEHICLE / BOATING LAWS
90723,2016-05-28,01:05:00,VANDALISM
91770,2016-05-13,11:05:00,GRAND THEFT AUTO
91770,2016-05-18,03:05:30,LARCENY THEFT
90262,2016-06-27,03:06:00,VANDALISM
90262,2016-06-28,01:06:00,LARCENY THEFT
91780,2016-05-31,03:05:00,LARCENY THEFT
91792,2016-06-27,02:06:00,GRAND THEFT AUTO
91733,2016-06-13,08:06:30,LARCENY THEFT
90022,2016-05-30,06:05:00,GRAND THEFT AUTO
90717,2016-05-23,02:05:00,VANDALISM
91384,2016-05-30,01:05:00,VANDALISM
91107,2016-05-23,03:05:00,LARCENY THEFT
91770,2016-05-22,10:05:00,LARCENY THEFT
91748,2016-05-23,11:05:00,BURGLARY
90706,2016-05-29,01:05:00,LARCENY THEFT
91780,2016-05-17,05:05:00,VEHICLE / BOATING LAWS
91384,2016-05-30,01:05:00,LARCENY THEFT
90001,2016-04-28,07:04:00,NON-AGGRAVATED ASSAULTS
90001,2016-05-11,08:05:00,BURGLARY
90001,2016-05-05,02:05:00,VANDALISM
90061,2016-03-04,09:03:00,LARCENY THEFT
90001,2016-04-04,09:04:00,BURGLARY
90011,2016-04-01,12:04:00,NARCOTICS
90001,2016-05-06,07:05:00,VANDALISM
90001,2016-04-21,03:04:00,NON-AGGRAVATED ASSAULTS
90701,2016-06-17,12:06:00,BURGLARY
90715,2016-06-16,11:06:00,LARCENY THEFT
90717,2016-06-17,04:06:00,GRAND THEFT AUTO
90717,2016-03-01,05:03:00,VEHICLE / BOATING LAWS
90265,2016-07-08,05:07:00,DRUNK DRIVING VEHICLE / BOAT
93550,2016-06-13,01:06:00,VANDALISM
90022,2016-03-25,05:03:00,GRAND THEFT AUTO
90723,2016-10-04,01:10:00,LARCENY THEFT
91384,2016-04-02,08:04:00,SEX OFFENSES MISDEMEANORS
91384,2016-01-18,07:01:00,NON-AGGRAVATED ASSAULTS
91384,2016-03-16,06:03:00,NON-AGGRAVATED ASSAULTS
91384,2016-02-21,12:02:00,NON-AGGRAVATED ASSAULTS
91384,2016-03-28,06:03:00,NON-AGGRAVATED ASSAULTS
91384,2016-01-09,01:01:00,NON-AGGRAVATED ASSAULTS
91381,2016-08-08,10:08:30,DISORDERLY CONDUCT
90706,2016-07-06,03:07:00,LARCENY THEFT
91384,2016-02-04,07:02:00,NON-AGGRAVATED ASSAULTS
90056,2016-05-06,06:05:00,AGGRAVATED ASSAULT
91384,2016-02-09,02:02:00,SEX OFFENSES MISDEMEANORS
91384,2016-02-03,07:02:00,NON-AGGRAVATED ASSAULTS
91350,2016-10-08,10:10:00,NON-AGGRAVATED ASSAULTS
91350,2016-10-15,02:10:00,FRAUD AND NSF CHECKS
90045,2016-09-29,09:09:54,FEDERAL OFFENSES WITH MONEY
90706,2016-05-09,06:05:00,LARCENY THEFT
90292,2016-03-19,11:03:00,NON-AGGRAVATED ASSAULTS
90260,2016-01-24,03:01:00,DRUNK / ALCOHOL / DRUGS
90292,2016-03-28,09:03:00,NON-AGGRAVATED ASSAULTS
90002,2016-01-19,03:01:00,NON-AGGRAVATED ASSAULTS
90723,2016-06-29,04:06:00,LARCENY THEFT
90717,2016-06-28,12:06:00,VEHICLE / BOATING LAWS
91011,2016-05-25,12:05:30,VANDALISM
90660,2016-03-29,04:03:00,LARCENY THEFT
91101,2016-03-05,03:03:00,AGGRAVATED ASSAULT
90723,2016-05-20,02:05:00,VEHICLE / BOATING LAWS
91010,2016-03-24,06:03:00,ROBBERY
90638,2016-07-28,01:07:00,LARCENY THEFT
90023,2016-05-27,03:05:30,LARCENY THEFT
90059,2016-04-30,10:04:00,ARSON
90248,2016-07-28,12:07:00,FRAUD AND NSF CHECKS
90701,2016-04-24,03:04:00,FORGERY
90650,2016-02-16,10:02:00,ROBBERY
90262,2016-03-23,04:03:00,SEX OFFENSES MISDEMEANORS
90262,2016-03-20,10:03:00,NARCOTICS
90056,2016-05-02,08:05:00,LARCENY THEFT
90706,2016-02-28,09:02:00,FRAUD AND NSF CHECKS
90274,2016-05-31,02:05:00,VANDALISM
91384,2016-01-10,01:01:00,NARCOTICS
91010,2016-05-25,12:05:00,GRAND THEFT AUTO
90292,2016-05-16,05:05:00,VEHICLE / BOATING LAWS
90274,2016-06-03,10:06:15,MISDEMEANORS MISCELLANEOUS
91744,2016-04-02,12:04:57,NARCOTICS
90274,2016-06-16,10:06:13,MISDEMEANORS MISCELLANEOUS
90717,2016-06-05,03:06:00,LARCENY THEFT
90723,2016-05-17,01:05:00,GRAND THEFT AUTO
91765,2016-07-15,12:07:00,VANDALISM
91733,2016-06-01,08:06:00,LARCENY THEFT
90063,2016-07-04,03:07:30,LARCENY THEFT
90745,2016-06-20,08:06:06,VANDALISM
90606,2016-01-10,08:01:00,NARCOTICS
90017,2016-04-20,01:04:30,LARCENY THEFT
90221,2016-04-26,01:04:00,VEHICLE / BOATING LAWS
90746,2016-06-22,10:06:00,VANDALISM
90262,2016-01-21,01:01:33,NON-AGGRAVATED ASSAULTS
93551,2016-05-10,11:05:00,VANDALISM
91321,2016-03-01,04:03:00,MISDEMEANORS MISCELLANEOUS
90745,2016-09-16,12:09:00,DISORDERLY CONDUCT
90262,2016-09-07,10:09:00,NARCOTICS
90012,2016-06-23,09:06:00,AGGRAVATED ASSAULT
91733,2016-05-22,06:05:00,ROBBERY
90012,2016-06-12,04:06:00,AGGRAVATED ASSAULT
90012,2016-06-02,09:06:00,AGGRAVATED ASSAULT
90290,2016-02-24,04:02:00,FELONIES MISCELLANEOUS
90012,2016-05-28,03:05:00,AGGRAVATED ASSAULT
91773,2016-10-18,06:10:00,VEHICLE / BOATING LAWS
90706,2016-08-12,12:08:00,VEHICLE / BOATING LAWS
90723,2016-09-01,07:09:00,LARCENY THEFT
90723,2016-05-29,01:05:00,NON-AGGRAVATED ASSAULTS
90746,2016-05-26,03:05:43,FRAUD AND NSF CHECKS
90220,2016-04-24,08:04:00,VEHICLE / BOATING LAWS
91301,2016-02-07,11:02:00,MISDEMEANORS MISCELLANEOUS
90660,2016-06-18,04:06:00,LARCENY THEFT
90044,2016-05-21,11:05:00,VANDALISM
90046,2016-04-18,12:04:00,FORGERY
90046,2016-05-29,12:05:00,LARCENY THEFT
90069,2016-05-28,09:05:30,LARCENY THEFT
90706,2016-03-03,01:03:00,VEHICLE / BOATING LAWS
90712,2016-03-03,06:03:00,LARCENY THEFT
91702,2016-03-16,02:03:00,NARCOTICS
91773,2016-03-17,05:03:00,NARCOTICS
90712,2016-03-04,12:03:00,LARCENY THEFT
90706,2016-03-04,02:03:00,LARCENY THEFT
91773,2016-03-17,06:03:00,NARCOTICS
90712,2016-03-05,11:03:00,LARCENY THEFT
90706,2016-03-05,03:03:00,NARCOTICS
90706,2016-03-05,08:03:44,VEHICLE / BOATING LAWS
91773,2016-03-25,08:03:12,NARCOTICS
90044,2016-05-30,09:05:00,AGGRAVATED ASSAULT
90046,2016-05-23,05:05:30,FRAUD AND NSF CHECKS
90706,2016-03-07,03:03:00,DRUNK / ALCOHOL / DRUGS
90712,2016-03-07,04:03:00,LARCENY THEFT
90069,2016-05-30,12:05:30,NON-AGGRAVATED ASSAULTS
90012,2016-07-17,12:07:00,NON-AGGRAVATED ASSAULTS
90706,2016-03-09,09:03:00,NARCOTICS
90040,2016-06-25,05:06:00,WEAPON LAWS
90706,2016-03-12,03:03:00,NARCOTICS
90012,2016-05-08,08:05:00,NON-AGGRAVATED ASSAULTS
90046,2016-05-01,10:05:00,LARCENY THEFT
90012,2016-07-12,10:07:07,NON-AGGRAVATED ASSAULTS
90710,2016-04-25,01:04:00,LARCENY THEFT
91010,2016-05-28,10:05:00,LARCENY THEFT
90043,2016-05-09,02:05:00,LARCENY THEFT
91733,2016-05-15,09:05:30,BURGLARY
90723,2016-06-02,02:06:00,BURGLARY
90047,2016-05-27,03:05:00,VANDALISM
91744,2016-03-01,06:03:00,NARCOTICS
90723,2016-03-03,01:03:00,VEHICLE / BOATING LAWS
91381,2016-04-13,11:04:30,OFFENSES AGAINST FAMILY
90220,2016-05-30,09:05:00,LARCENY THEFT
91010,2016-04-21,08:04:00,VEHICLE / BOATING LAWS
91746,2016-03-04,04:03:00,LARCENY THEFT
91744,2016-03-06,09:03:58,NARCOTICS
91001,2016-05-27,08:05:00,NARCOTICS
90746,2016-03-25,11:03:00,FRAUD AND NSF CHECKS
90706,2016-12-12,07:12:00,VEHICLE / BOATING LAWS
91733,2016-03-06,09:03:46,NARCOTICS
91746,2016-03-07,01:03:35,NARCOTICS
90717,2016-06-15,08:06:00,NARCOTICS
90265,2016-06-09,05:06:06,DRUNK / ALCOHOL / DRUGS
90220,2016-05-16,08:05:00,NON-AGGRAVATED ASSAULTS
91744,2016-03-08,12:03:00,NARCOTICS
91744,2016-03-09,12:03:00,NON-AGGRAVATED ASSAULTS
90220,2016-04-18,02:04:00,WEAPON LAWS
90706,2016-06-06,01:06:56,VEHICLE / BOATING LAWS
90650,2016-06-11,11:06:00,VEHICLE / BOATING LAWS
91746,2016-03-09,05:03:00,NARCOTICS
91732,2016-03-10,11:03:00,GRAND THEFT AUTO
91765,2016-04-09,11:04:00,VEHICLE / BOATING LAWS
91010,2016-03-30,11:03:00,BURGLARY
90012,2016-06-23,09:06:10,AGGRAVATED ASSAULT
91722,2016-04-30,12:04:00,FRAUD AND NSF CHECKS
91746,2016-03-13,01:03:03,NARCOTICS
91748,2016-04-28,10:04:00,LARCENY THEFT
90746,2016-06-11,11:06:30,LARCENY THEFT
91744,2016-03-13,07:03:00,NARCOTICS
91746,2016-03-13,07:03:00,LARCENY THEFT
90650,2016-02-24,03:02:00,NARCOTICS
91001,2016-03-19,05:03:00,LARCENY THEFT
90650,2016-01-31,11:01:00,AGGRAVATED ASSAULT
90057,2016-07-16,04:07:00,NARCOTICS
90650,2016-03-05,04:03:00,FELONIES MISCELLANEOUS
90502,2016-05-28,06:05:00,LARCENY THEFT
93536,2016-04-06,11:04:30,VANDALISM
91773,2016-05-26,11:05:30,VANDALISM
90022,2016-05-24,02:05:00,BURGLARY
90063,2016-05-16,01:05:00,LARCENY THEFT
90745,2016-08-05,07:08:00,NARCOTICS
90706,2016-10-21,04:10:00,NARCOTICS
90660,2016-05-10,07:05:00,GRAND THEFT AUTO
90012,2016-01-21,02:01:00,NON-AGGRAVATED ASSAULTS
90745,2016-04-27,06:04:00,AGGRAVATED ASSAULT
90220,2016-05-29,07:05:00,GRAND THEFT AUTO
91011,2016-05-05,10:05:00,AGGRAVATED ASSAULT
90650,2016-06-01,10:06:00,NON-AGGRAVATED ASSAULTS
90220,2016-05-11,03:05:00,LARCENY THEFT
90220,2016-05-10,08:05:00,LARCENY THEFT
90745,2016-04-29,12:04:00,NARCOTICS
90045,2016-06-18,03:06:00,GRAND THEFT AUTO
90706,2016-06-03,03:06:00,GRAND THEFT AUTO
90262,2016-05-16,10:05:00,LARCENY THEFT
91214,2016-05-27,01:05:00,ROBBERY
91011,2016-05-27,10:05:00,NARCOTICS
91355,2016-01-17,08:01:00,LARCENY THEFT
91744,2016-05-15,04:05:00,BURGLARY
90260,2016-07-03,04:07:00,VANDALISM
90717,2016-03-18,03:03:00,BURGLARY
91010,2016-03-18,02:03:00,ROBBERY
90012,2016-04-23,04:04:13,NON-AGGRAVATED ASSAULTS
90040,2016-05-18,01:05:00,LARCENY THEFT
90717,2016-05-12,11:05:00,BURGLARY
90043,2016-05-31,02:05:00,WEAPON LAWS
91773,2016-02-15,10:02:00,FORGERY
90001,2016-05-12,11:05:00,ROBBERY
90712,2016-07-02,07:07:12,LARCENY THEFT
90220,2016-05-29,01:05:00,BURGLARY
90220,2016-05-28,08:05:30,VEHICLE / BOATING LAWS
90716,2016-05-28,02:05:00,LARCENY THEFT
93550,2016-06-05,01:06:00,ROBBERY
90650,2016-05-25,09:05:02,NARCOTICS
91733,2016-07-06,01:07:00,VANDALISM
90255,2016-05-15,07:05:00,LARCENY THEFT
93551,2016-04-24,01:04:00,LARCENY THEFT
90703,2016-05-30,06:05:00,LARCENY THEFT
90712,2016-05-28,07:05:30,LARCENY THEFT
91770,2016-08-13,11:08:00,AGGRAVATED ASSAULT
90220,2016-01-06,04:01:00,LARCENY THEFT
90262,2016-05-18,10:05:30,LARCENY THEFT
90650,2016-05-28,08:05:00,GRAND THEFT AUTO
90650,2016-05-22,04:05:30,GRAND THEFT AUTO
90650,2016-05-16,11:05:30,FRAUD AND NSF CHECKS
90660,2016-04-08,11:04:00,VEHICLE / BOATING LAWS
90703,2016-05-30,08:05:00,LARCENY THEFT
90001,2016-05-20,05:05:00,NON-AGGRAVATED ASSAULTS
90723,2016-05-30,07:05:00,LARCENY THEFT
90712,2016-06-18,01:06:00,DRUNK DRIVING VEHICLE / BOAT
90262,2016-05-30,07:05:00,LARCENY THEFT
90706,2016-06-18,07:06:00,LARCENY THEFT
90723,2016-06-02,10:06:00,VANDALISM
90701,2016-06-18,02:06:00,NARCOTICS
90706,2016-06-18,07:06:00,NARCOTICS
91748,2016-05-31,04:05:00,LARCENY THEFT
90712,2016-06-18,08:06:00,DRUNK DRIVING VEHICLE / BOAT
90723,2016-06-15,02:06:00,VANDALISM
91765,2016-06-08,01:06:00,LARCENY THEFT
91789,2016-05-28,06:05:30,BURGLARY
90712,2016-05-31,02:05:00,LARCENY THEFT
91733,2016-08-11,09:08:00,VEHICLE / BOATING LAWS
90716,2016-05-29,11:05:00,BURGLARY
91010,2016-08-31,10:08:00,VEHICLE / BOATING LAWS
90712,2016-06-21,02:06:00,LARCENY THEFT
90638,2016-09-13,03:09:00,NARCOTICS
90638,2016-10-01,11:10:53,AGGRAVATED ASSAULT
90706,2016-05-29,08:05:00,VANDALISM
91702,2016-03-14,06:03:00,NARCOTICS
90638,2016-05-31,06:05:00,LARCENY THEFT
90745,2016-05-28,01:05:15,LARCENY THEFT
90706,2016-05-29,07:05:00,VANDALISM
90262,2016-05-26,06:05:00,VANDALISM
90002,2016-05-29,08:05:00,LARCENY THEFT
90706,2016-05-29,10:05:00,LARCENY THEFT
90220,2016-05-29,11:05:00,LARCENY THEFT
90001,2016-05-11,01:05:00,NON-AGGRAVATED ASSAULTS
93551,2016-06-11,12:06:00,GRAND THEFT AUTO
90716,2016-05-29,11:05:30,LARCENY THEFT
93551,2016-05-26,03:05:00,LIQUOR LAWS
90255,2016-07-03,12:07:00,MISDEMEANORS MISCELLANEOUS
90255,2016-06-29,06:06:00,MISDEMEANORS MISCELLANEOUS
90262,2016-06-17,03:06:00,VANDALISM
90260,2016-09-29,01:09:00,VANDALISM
90255,2016-06-27,09:06:00,OFFENSES AGAINST FAMILY
90001,2016-03-30,04:03:00,ARSON
90712,2016-05-19,03:05:00,LARCENY THEFT
90001,2016-09-17,10:09:00,NON-AGGRAVATED ASSAULTS
90001,2016-06-17,04:06:30,LARCENY THEFT
91789,2016-05-24,06:05:00,LARCENY THEFT
90255,2016-09-18,08:09:00,AGGRAVATED ASSAULT
91789,2016-05-25,03:05:00,GRAND THEFT AUTO
91770,2016-04-16,02:04:00,BURGLARY
90638,2016-01-06,10:01:00,LARCENY THEFT
93534,2016-05-06,05:05:00,LARCENY THEFT
90703,2016-05-26,08:05:00,VEHICLE / BOATING LAWS
90262,2016-05-25,03:05:00,GRAND THEFT AUTO
90703,2016-05-27,05:05:00,VEHICLE / BOATING LAWS
93535,2016-06-11,11:06:30,LARCENY THEFT
90660,2016-04-16,07:04:00,LARCENY THEFT
91770,2016-04-10,07:04:00,GRAND THEFT AUTO
91608,2016-05-30,04:05:00,LARCENY THEFT
90043,2016-05-31,12:05:00,LARCENY THEFT
90004,2016-06-04,08:06:00,LARCENY THEFT
91770,2016-05-09,03:05:00,BURGLARY
90723,2016-01-07,06:01:00,VEHICLE / BOATING LAWS
91733,2016-05-26,03:05:00,GRAND THEFT AUTO
90746,2016-05-28,07:05:29,FRAUD AND NSF CHECKS
91733,2016-04-27,01:04:00,BURGLARY
90746,2016-05-29,01:05:00,VANDALISM
90745,2016-05-29,09:05:00,VEHICLE / BOATING LAWS
90640,2016-12-18,02:12:30,LARCENY THEFT
91381,2016-05-28,05:05:00,LARCENY THEFT
90706,2016-08-26,09:08:00,BURGLARY
91770,2016-04-02,10:04:00,ROBBERY
90012,2016-06-10,10:06:29,NON-AGGRAVATED ASSAULTS
91384,2016-03-23,12:03:00,FRAUD AND NSF CHECKS
90012,2016-06-07,06:06:00,NON-AGGRAVATED ASSAULTS
91733,2016-05-30,12:05:00,LARCENY THEFT
90262,2016-03-29,08:03:05,NON-AGGRAVATED ASSAULTS
90012,2016-04-10,04:04:00,NON-AGGRAVATED ASSAULTS
90717,2016-01-12,05:01:00,LARCENY THEFT
90001,2016-05-22,04:05:00,LARCENY THEFT
91722,2016-05-31,08:05:00,LARCENY THEFT
91384,2016-06-24,09:06:00,NON-AGGRAVATED ASSAULTS
91384,2016-06-20,06:06:00,LIQUOR LAWS
91780,2016-05-06,06:05:30,LARCENY THEFT
91384,2016-06-20,09:06:00,LIQUOR LAWS
90012,2016-05-26,07:05:00,NON-AGGRAVATED ASSAULTS
91384,2016-06-20,06:06:00,LIQUOR LAWS
91770,2016-05-08,04:05:00,BURGLARY
93535,2016-05-02,03:05:00,LARCENY THEFT
91384,2016-07-12,07:07:00,NON-AGGRAVATED ASSAULTS
91384,2016-07-06,08:07:00,NON-AGGRAVATED ASSAULTS
93534,2016-05-24,12:05:00,VANDALISM
90650,2016-05-27,10:05:00,VANDALISM
90650,2016-05-27,10:05:00,VANDALISM
90745,2016-05-06,08:05:00,VEHICLE / BOATING LAWS
90745,2016-05-30,06:05:00,VEHICLE / BOATING LAWS
93550,2016-05-29,05:05:00,NON-AGGRAVATED ASSAULTS
91773,2016-05-24,01:05:00,GRAND THEFT AUTO
90745,2016-03-12,11:03:00,VEHICLE / BOATING LAWS
90745,2016-03-12,12:03:00,VEHICLE / BOATING LAWS
91773,2016-04-30,02:04:00,LARCENY THEFT
91355,2016-03-13,12:03:00,NARCOTICS
90275,2016-05-31,04:05:00,LARCENY THEFT
91321,2016-03-17,09:03:00,NARCOTICS
90262,2016-05-27,05:05:30,LARCENY THEFT
91361,2016-05-15,05:05:00,LARCENY THEFT
91355,2016-05-22,01:05:00,BURGLARY
90012,2016-05-31,02:05:00,LARCENY THEFT
91351,2016-05-22,05:05:00,VANDALISM
91355,2016-05-21,10:05:00,LARCENY THEFT
90640,2016-04-01,08:04:00,LARCENY THEFT
90012,2016-05-21,06:05:17,WEAPON LAWS
90013,2016-04-26,01:04:00,WEAPON LAWS
91355,2016-06-01,02:06:00,VEHICLE / BOATING LAWS
91381,2016-05-31,03:05:00,ROBBERY
90638,2016-05-26,01:05:00,VEHICLE / BOATING LAWS
90220,2016-07-10,09:07:00,NARCOTICS
90012,2016-05-25,11:05:00,NON-AGGRAVATED ASSAULTS
90012,2016-05-24,02:05:00,NON-AGGRAVATED ASSAULTS
90706,2016-03-10,07:03:00,WEAPON LAWS
90265,2016-05-29,10:05:30,FEDERAL OFFENSES WITH MONEY
90002,2016-04-05,09:04:00,LARCENY THEFT
91770,2016-06-02,01:06:00,BURGLARY
91765,2016-04-26,01:04:00,VANDALISM
93543,2016-03-18,05:03:00,ARSON
90221,2016-02-04,05:02:00,SEX OFFENSES FELONIES
91748,2016-03-01,10:03:00,AGGRAVATED ASSAULT
91011,2016-05-25,12:05:00,FRAUD AND NSF CHECKS
91754,2016-04-27,11:04:00,GRAND THEFT AUTO
90220,2016-05-10,06:05:00,LARCENY THEFT
91748,2016-05-11,03:05:00,AGGRAVATED ASSAULT
93551,2016-05-15,01:05:00,VANDALISM
90040,2016-06-09,08:06:00,BURGLARY
90063,2016-05-22,04:05:00,LARCENY THEFT
91765,2016-05-03,06:05:00,VANDALISM
91765,2016-03-22,04:03:00,NARCOTICS
91789,2016-04-24,10:04:00,LARCENY THEFT
91384,2016-03-01,11:03:00,FELONIES MISCELLANEOUS
91748,2016-04-20,05:04:00,LARCENY THEFT
90290,2016-04-09,04:04:00,MISDEMEANORS MISCELLANEOUS
90650,2016-05-31,04:05:00,LARCENY THEFT
90292,2016-04-22,08:04:59,LARCENY THEFT
90022,2016-06-05,03:06:00,LARCENY THEFT
90265,2016-05-28,06:05:00,VEHICLE / BOATING LAWS
90044,2016-05-30,11:05:00,LARCENY THEFT
90022,2016-04-22,02:04:00,NON-AGGRAVATED ASSAULTS
90220,2016-04-16,12:04:00,FORGERY
90063,2016-04-27,01:04:00,WEAPON LAWS
93536,2016-02-29,12:02:00,NON-AGGRAVATED ASSAULTS
91748,2016-03-28,12:03:00,NARCOTICS
91401,2016-03-24,10:03:00,WEAPON LAWS
91773,2016-05-25,04:05:00,LARCENY THEFT
93552,2016-05-18,12:05:00,FRAUD AND NSF CHECKS
91011,2016-04-27,03:04:00,DISORDERLY CONDUCT
90723,2016-07-04,12:07:00,LARCENY THEFT
90712,2016-07-03,04:07:00,LARCENY THEFT
90201,2016-04-18,04:04:00,VANDALISM
90032,2016-04-11,10:04:00,VANDALISM
90012,2016-04-04,02:04:21,MISDEMEANORS MISCELLANEOUS
93534,2016-05-18,11:05:00,LARCENY THEFT
90012,2016-03-20,11:03:00,NON-AGGRAVATED ASSAULTS
90292,2016-05-28,03:05:00,NON-AGGRAVATED ASSAULTS
90746,2016-04-18,01:04:00,ROBBERY
90712,2016-01-15,04:01:00,LARCENY THEFT
90304,2016-06-03,10:06:37,DRUNK / ALCOHOL / DRUGS
90601,2016-05-31,09:05:00,NARCOTICS
90706,2016-02-19,11:02:00,NON-AGGRAVATED ASSAULTS
90745,2016-05-30,05:05:00,FRAUD AND NSF CHECKS
90012,2016-03-29,03:03:00,AGGRAVATED ASSAULT
90044,2016-06-05,06:06:00,LIQUOR LAWS
90012,2016-07-30,07:07:00,NON-AGGRAVATED ASSAULTS
90012,2016-07-17,08:07:00,NON-AGGRAVATED ASSAULTS
91744,2016-06-22,04:06:42,VEHICLE / BOATING LAWS
